IDX,Name,Origin,Type,Width,Height,Path
49,IM002587.jpg,AFIO,RGB_Img,1024,1024,../data/cleaned/train/img/AFIO_IM002587.jpg
50,(0001)aria_d_26.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0001)aria_d_26.jpg
51,(0001)aria_d_27.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0001)aria_d_27.jpg
52,(0003)aria_d_29.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0003)aria_d_29.jpg
53,(0004)aria_d_28.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0004)aria_d_28.jpg
54,(0007)aria_d_28.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0007)aria_d_28.jpg
55,(0018)aria_d_26.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0018)aria_d_26.jpg
56,(0024)aria_d_30.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0024)aria_d_30.jpg
57,(0026)aria_d_27.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0026)aria_d_27.jpg
58,(0031)aria_c_37.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_(0031)aria_c_37.jpg
59,aria_a_10_10.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_10_10.jpg
60,aria_a_10_27.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_10_27.jpg
61,aria_a_11_30.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_11_30.jpg
62,aria_a_11_6.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_11_6.jpg
63,aria_a_12_15.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_12_15.jpg
64,aria_a_12_34.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_12_34.jpg
65,aria_a_13_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_13_2.jpg
66,aria_a_13_22.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_13_22.jpg
67,aria_a_14_11.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_14_11.jpg
68,aria_a_14_19.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_14_19.jpg
69,aria_a_15_35.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_15_35.jpg
70,aria_a_18_23.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_18_23.jpg
71,aria_a_20_6.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_20_6.jpg
72,aria_a_26_10.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_26_10.jpg
73,aria_a_27_11.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_27_11.jpg
74,aria_a_34_6.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_34_6.jpg
75,aria_a_39_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_39_1.jpg
76,aria_a_42_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_42_1.jpg
77,aria_a_43_9.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_43_9.jpg
78,aria_a_46_14.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_46_14.jpg
79,aria_a_56_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_56_1.jpg
80,aria_a_5_9.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_5_9.jpg
81,aria_a_9_43.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_a_9_43.jpg
82,aria_c_1_7.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_1_7.jpg
83,aria_c_1_8.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_1_8.jpg
84,aria_c_20_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_20_1.jpg
85,aria_c_20_10.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_20_10.jpg
86,aria_c_20_18.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_20_18.jpg
87,aria_c_21_12.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_21_12.jpg
88,aria_c_21_3.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_21_3.jpg
89,aria_c_22_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_22_1.jpg
90,aria_c_22_9.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_22_9.jpg
91,aria_c_23_23.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_23_23.jpg
92,aria_c_23_4.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_23_4.jpg
93,aria_c_24_12.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_24_12.jpg
94,aria_c_24_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_24_2.jpg
95,aria_c_25_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_25_1.jpg
96,aria_c_25_10.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_25_10.jpg
97,aria_c_26_15.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_26_15.jpg
98,aria_c_26_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_26_2.jpg
99,aria_c_27_3.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_27_3.jpg
100,aria_c_28_19.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_28_19.jpg
101,aria_c_29_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_29_2.jpg
102,aria_c_2_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_2_2.jpg
103,aria_c_2_3.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_2_3.jpg
104,aria_c_2_8.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_2_8.jpg
105,aria_c_30_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_30_2.jpg
106,aria_c_31_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_31_2.jpg
107,aria_c_31_20.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_31_20.jpg
108,aria_c_32_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_32_2.jpg
109,aria_c_32_21.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_32_21.jpg
110,aria_c_3_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_3_2.jpg
111,aria_c_4_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_4_1.jpg
112,aria_c_4_8.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_4_8.jpg
113,aria_c_5_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_5_1.jpg
114,aria_c_5_4.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_5_4.jpg
115,aria_c_6_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_6_2.jpg
116,aria_c_6_5.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_6_5.jpg
117,aria_c_7_2.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_7_2.jpg
118,aria_c_9_1.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_9_1.jpg
119,aria_c_9_6.jpg,ARIA,RGB_Img,1024,1024,../data/cleaned/train/img/ARIA_aria_c_9_6.jpg
120,Image_01L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_01L.jpg
121,Image_01R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_01R.jpg
122,Image_02L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_02L.jpg
123,Image_02R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_02R.jpg
124,Image_03L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_03L.jpg
125,Image_03R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_03R.jpg
126,Image_04L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_04L.jpg
127,Image_04R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_04R.jpg
128,Image_05L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_05L.jpg
129,Image_05R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_05R.jpg
130,Image_06L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_06L.jpg
131,Image_06R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_06R.jpg
132,Image_07L.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_07L.jpg
133,Image_07R.jpg,CHASEDB1,RGB_Img,1024,1024,../data/cleaned/train/img/CHASEDB1_Image_07R.jpg
134,11_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_11_img.jpg
135,12_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_12_img.jpg
136,13_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_13_img.jpg
137,14_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_14_img.jpg
138,15_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_15_img.jpg
139,1_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_1_img.jpg
140,21_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_21_img.jpg
141,22_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_22_img.jpg
142,23_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_23_img.jpg
143,24_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_24_img.jpg
144,25_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_25_img.jpg
145,2_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_2_img.jpg
146,31_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_31_img.jpg
147,32_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_32_img.jpg
148,33_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_33_img.jpg
149,34_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_34_img.jpg
150,35_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_35_img.jpg
151,3_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_3_img.jpg
152,4_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_4_img.jpg
153,5_img.jpg,DRHAGIS,RGB_Img,1024,1024,../data/cleaned/train/img/DRHAGIS_5_img.jpg
154,21_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_21_training.jpg
155,22_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_22_training.jpg
156,23_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_23_training.jpg
157,24_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_24_training.jpg
158,25_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_25_training.jpg
159,26_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_26_training.jpg
160,27_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_27_training.jpg
161,28_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_28_training.jpg
162,29_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_29_training.jpg
163,30_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_30_training.jpg
164,31_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_31_training.jpg
165,32_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_32_training.jpg
166,33_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_33_training.jpg
167,34_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_34_training.jpg
168,35_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_35_training.jpg
169,36_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_36_training.jpg
170,37_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_37_training.jpg
171,38_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_38_training.jpg
172,39_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_39_training.jpg
173,40_training.jpg,DRIVE,RGB_Img,1024,1024,../data/cleaned/train/img/DRIVE_40_training.jpg
174,A1_L4.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A1_L4.jpg
175,A1_R2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A1_R2.jpg
176,A2_R2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A2_R2.jpg
177,A3_L1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A3_L1.jpg
178,A3_R1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A3_R1.jpg
179,A4_L3.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A4_L3.jpg
180,A4_R2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A4_R2.jpg
181,A5_R4.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A5_R4.jpg
182,A6_L2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A6_L2.jpg
183,A6_R3.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A6_R3.jpg
184,A7_L1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A7_L1.jpg
185,A7_R1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_A7_R1.jpg
186,C1_L4.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C1_L4.jpg
187,C1_R4.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C1_R4.jpg
188,C2_L4.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C2_L4.jpg
189,C2_R3.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C2_R3.jpg
190,C3_L1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C3_L1.jpg
191,C3_R1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C3_R1.jpg
192,C4_L2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C4_L2.jpg
193,C4_R2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C4_R2.jpg
194,C5_L1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C5_L1.jpg
195,C5_R1.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C5_R1.jpg
196,C6_L2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C6_L2.jpg
197,C6_R2.jpg,DualModal2019,RGB_Img,1024,1024,../data/cleaned/train/img/DualModal2019_C6_R2.jpg
198,01_dr.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_01_dr.jpg
199,01_g.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_01_g.jpg
200,01_h.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_01_h.jpg
201,02_dr.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_02_dr.jpg
202,02_g.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_02_g.jpg
203,02_h.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_02_h.jpg
204,03_dr.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_03_dr.jpg
205,03_g.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_03_g.jpg
206,03_h.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_03_h.jpg
207,04_dr.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_04_dr.jpg
208,04_g.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_04_g.jpg
209,04_h.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_04_h.jpg
210,05_dr.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_05_dr.jpg
211,05_g.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_05_g.jpg
212,05_h.jpg,HRF,RGB_Img,1024,1024,../data/cleaned/train/img/HRF_05_h.jpg
213,111.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_111.jpg
214,119.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_119.jpg
215,12.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_12.jpg
216,15.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_15.jpg
217,33.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_33.jpg
218,34.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_34.jpg
219,37.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_37.jpg
220,42.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_42.jpg
221,49.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_49.jpg
222,53.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_53.jpg
223,90.jpg,LES-AV,RGB_Img,1024,1024,../data/cleaned/train/img/LES-AV_90.jpg
224,2012.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2012.jpg
225,2013.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2013.jpg
226,2015.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2015.jpg
227,2017.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2017.jpg
228,2020.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2020.jpg
229,2022.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2022.jpg
230,2023.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2023.jpg
231,2026.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2026.jpg
232,2027.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2027.jpg
233,2028.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2028.jpg
234,2029.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2029.jpg
235,2030.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2030.jpg
236,2031.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2031.jpg
237,2032.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2032.jpg
238,2033.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2033.jpg
